Project,Title,Agreement Date,Start Date Planned,Start Date Actual,End Date Planned,End Date Actual,Year,Sector,Focus Area,Zone,State,LGA,Funding Source,Funding Agencies,Implementer,Project Cost (USD),Committed (USD),Disbursed (USD),Autocoder ADM2 Geonames Matches,Autocoder ADM1 Geonames Matches,Autocoder Country Geonames Match
NGA/000315,Planning grant to revitalize the global emergency contraception agenda and increase access in Sub-Saharan Africa and South Asia,10/11/2010,10/11/2010,,31/03/2014,, Unplanned; 2010; 2011; 2012; 2013; 2014,Health,Other,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Family Care International,"1,728,114","150,000","1,728,114",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000316,Vaccine Introduction: Country Decision making; tech support; M&E for pneumococcal and rotavirus vaccines,15/02/2011,15/02/2011,,31/10/2015,, Unplanned; 2011; 2012; 2013; 2014; 2015,Health,Other,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Clinton Health Access Initiative Inc,"17,371,290","7,480,417","15,006,367",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000317,Vaccine Introduction: Country Decision making; tech support; M&E for pneumococcal and rotavirus vaccines,15/02/2011,15/02/2011,,31/10/2015,, Unplanned; 2011; 2012; 2013; 2014; 2015,Health,Other,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Clinton Health Access Initiative Inc,"17,371,290","7,480,417","15,006,367",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000318,Vaccine Introduction: Country Decision making; tech support; M&E for pneumococcal and rotavirus vaccines,15/02/2011,15/02/2011,,31/10/2015,, Unplanned; 2011; 2012; 2013; 2014; 2015,Health,Other,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Clinton Health Access Initiative Inc,"17,371,290","7,480,417","15,006,367",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000319,Vaccine Introduction: Country Decision making; tech support; M&E for pneumococcal and rotavirus vaccines,15/02/2011,15/02/2011,,31/10/2015,, Unplanned; 2011; 2012; 2013; 2014; 2015,Health,Immunisation,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Clinton Health Access Initiative Inc,"17,371,290","7,480,417","15,006,367",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000320,Strengthening FP/HIV Integration,12/10/2010,12/10/2010,,31/12/2012,,2010,Health,Other,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation, Unspecified,,,,,,"'Federal Republic of Nigeria', '2328926'"
NGA/000321,Africa Growth Initiative - Strengthening African Research and Voice to Sustain Growth (Reinvestment to OPP50386) (PAF),31/08/2010,31/08/2010,,31/08/2014,,2010,Government,  Unspecified,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation, Unspecified,,,,,,"'Federal Republic of Nigeria', '2328926'"
NGA/000322,Traditional Leaders support to polio eradication in Nigeria,22/10/2010,22/10/2010,,31/12/2014,, Unplanned; 2010; 2011; 2012; 2013; 2014,Health,Immunisation,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,World Health Organization (WHO),"12,485,635","12,485,635","11,100,983",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000323,Traditional Leaders support to polio eradication in Nigeria,22/10/2010,22/10/2010,,31/12/2014,, Unplanned; 2010; 2011; 2012; 2013; 2014,Health,Immunisation,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,World Health Organization (WHO),"12,485,635","12,485,635","11,100,983",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000324,Renewal 27510_02 HarvestPlus 3,21/10/2013,21/10/2013,,31/12/2018,, Unplanned; 2013; 2014; 2015; 2016; 2017; 2018,Health,Other,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,International Food Policy Research Institute,"39,817,533","2,787,227","7,920,276",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000325,Renewal 27510_02 HarvestPlus 3,21/10/2013,21/10/2013,,31/12/2018,, Unplanned; 2013; 2014; 2015; 2016; 2017; 2018,Agriculture,Research and Technology,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,International Food Policy Research Institute,"39,817,533","2,787,227","7,920,276",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000326,Renewal 27510_02 HarvestPlus 3,21/10/2013,21/10/2013,,31/12/2018,, Unplanned; 2013; 2014; 2015; 2016; 2017; 2018,Health,Maternal Health,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,International Food Policy Research Institute,"39,817,533","3,583,578","7,920,276",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000327,Renewal 27510_02 HarvestPlus 3,21/10/2013,21/10/2013,,31/12/2018,, Unplanned; 2013; 2014; 2015; 2016; 2017; 2018,Agriculture,Research and Technology,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,International Food Policy Research Institute,"39,817,533","3,583,578","7,920,276",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000328,5CP: New Cassava Varieties and Clean Seed to Combat CBSD and CMD,01/06/2012,01/06/2012,,31/05/2016,, Unplanned; 2012; 2013; 2014; 2015; 2016,Agriculture,Markets and Trade capacity,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,International Institute of Tropical Agriculture,"5,721,526","108,708","2,800,362",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000329,5CP: New Cassava Varieties and Clean Seed to Combat CBSD and CMD,01/06/2012,01/06/2012,,31/05/2016,, Unplanned; 2012; 2013; 2014; 2015; 2016,Agriculture,Markets and Trade capacity,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,International Institute of Tropical Agriculture,"5,721,526","5,721,526","2,800,362",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000330,Support to AMCOW capacity to influence sanitation policy,22/10/2012,22/10/2012,,31/10/2015,, Unplanned; 2012; 2013; 2014; 2015,Health & Sanitation,  Unspecified,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,African Ministers' Council on Water,"1,979,472","791,790","1,035,265",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000331,Support to AMCOW capacity to influence sanitation policy,22/10/2012,22/10/2012,,31/10/2015,, Unplanned; 2012; 2013; 2014; 2015,Health & Sanitation,  Unspecified,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,African Ministers' Council on Water,"1,979,472","1,979,472","1,035,265",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000332,Improving care of newborns and pregnant women in the community in northeast Nigeria,05/06/2012,05/06/2012,,31/05/2016,, Unplanned; 2012; 2013; 2014; 2015; 2016,Health,Maternal Health,North Eastern ,Adamawa; Gombe,  Unspecified,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,SFH,"27,964,780","27,964,780","5,761,891",,"'Adamawa State', '2565342'; 'Gombe State', '2595347'","'Federal Republic of Nigeria', '2328926'"
NGA/000333,Improving care of newborns and pregnant women in the community in northeast Nigeria,05/06/2012,05/06/2012,,31/05/2016,, Unplanned; 2012; 2013; 2014; 2015; 2016,Health,Maternal Health,North Eastern ,Adamawa; Gombe,  Unspecified,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,SFH,"27,964,780","27,964,780","5,761,891",,"'Adamawa State', '2565342'; 'Gombe State', '2595347'","'Federal Republic of Nigeria', '2328926'"
NGA/000334,Improving care of newborns and pregnant women in the community in northeast Nigeria,05/06/2012,05/06/2012,,31/05/2016,, Unplanned; 2012; 2013; 2014; 2015; 2016,Health,Maternal Health,North Eastern ,Adamawa; Gombe,  Unspecified,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,SFH,"27,964,780","27,964,780","5,761,891",,"'Adamawa State', '2565342'; 'Gombe State', '2595347'","'Federal Republic of Nigeria', '2328926'"
NGA/000335,Nigeria Governors Immunization Leadership Challenge Fund Management,23/10/2012,23/10/2012,,30/04/2014,, Unplanned; 2012; 2013; 2014,Health,Other,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,SFH,"6,914,415","6,914,415","6,914,415",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000336,Nigeria Governors Immunization Leadership Challenge Fund Management,23/10/2012,23/10/2012,,30/04/2014,, Unplanned; 2012; 2013; 2014,Health,Other,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,SFH,"6,914,415","6,914,415","6,914,415",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000337,Nigeria Governors Immunization Leadership Challenge Fund Management,23/10/2012,23/10/2012,,30/04/2014,, Unplanned; 2012; 2013; 2014,Health,Other,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,SFH,"6,914,415","121,520","6,914,415",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000338,Support for the Immunization Leadership Challenge,10/10/2012,10/10/2012,,31/07/2014,, Unplanned; 2012; 2013; 2014,Health,Immunisation,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Nigeria Governors' Forum,"121,520","121,520","121,520",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000339,Support for the Immunization Leadership Challenge,10/10/2012,10/10/2012,,31/07/2014,, Unplanned; 2012; 2013; 2014,Health,Immunisation,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Nigeria Governors' Forum,"121,520","121,520","121,520",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000340,WHO Nigeria Technical Surge,12/04/2012,12/04/2012,,31/05/2014,, Unplanned; 2012; 2013; 2014,Health,Immunisation,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Nigeria Governors' Forum,"37,671,123","37,671,123","34,683,410",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000341,Support for the Immunization Leadership Challenge,10/10/2012,10/10/2012,,31/07/2014,, Unplanned; 2012; 2013; 2014,Health,Immunisation,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Nigeria Governors' Forum,"121,520","121,520","121,520",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000342,Sustainable Weed Management Technologies for Cassava Systems in Nigeria,10/09/2013,10/09/2013,,31/12/2018,, Unplanned; 2013; 2014; 2015; 2016; 2017; 2018,Agriculture,Research and Technology,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,International Institute of Tropical Agriculture,"7,656,326","7,656,326","1,662,463",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000343,Sustainable Weed Management Technologies for Cassava Systems in Nigeria,10/09/2013,10/09/2013,,31/12/2018,, Unplanned; 2013; 2014; 2015; 2016; 2017; 2018,Agriculture,Research and Technology,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,International Institute of Tropical Agriculture,"7,656,326","7,656,326","1,662,463",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000344,Financial Inclusion Secretariate,21/10/2013,21/10/2013,,30/11/2015,, Unplanned; 2013; 2014; 2015,Poverty Alleviation,  Unspecified,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Enhancing Financial Innovation and Access (EFInA),"1,434,790","1,434,790","500,000",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000345,Sustainable Weed Management Technologies for Cassava Systems in Nigeria,10/09/2013,10/09/2013,10/09/2013,31/12/2018,, Unplanned; 2013; 2014; 2015; 2016; 2017; 2018,Agriculture,Research and Technology,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,International Institute of Tropical Agriculture,"7,656,326","7,656,326","1,662,463",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000346,Financial Inclusion Secretariate,21/10/2013,21/10/2013,,30/11/2015,, Unplanned; 2013; 2014; 2015,Poverty Alleviation,  Unspecified,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Enhancing Financial Innovation and Access (EFInA),"1,434,790","1,434,790","500,000",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000347,Financial Inclusion Secretariate,21/10/2013,21/10/2013,,30/11/2015,, Unplanned; 2013; 2014; 2015,Poverty Alleviation,  Unspecified,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Enhancing Financial Innovation and Access (EFInA),"1,434,790","1,434,790","500,000",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000348,Control of Bacterial Wilt Disease in Enset,28/10/2013,28/10/2013,,31/12/2017,, Unplanned; 2013; 2014; 2015; 2016; 2017,Agriculture,Research and Technology,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,International Institute of Tropical Agriculture,"2,595,383","2,595,383","1,007,957",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000349,Support polio outbreak response,25/07/2013,25/07/2013,,31/07/2014,, Unplanned; 2013; 2014,Health,Immunisation,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,World Health Organization (WHO),"6,214,408","6,214,408","6,214,408",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000350,Support polio outbreak response,25/07/2013,25/07/2013,,31/07/2013,, Unplanned; 2013,Health,Immunisation,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,World Health Organization (WHO),"6,214,408","6,214,408","6,214,408",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000351,Pooled funding mechanism to improve RI over the next three years in Kano,21/03/2013,21/03/2013,,28/02/2016,, Unplanned; 2013; 2014; 2015; 2016,Health,Immunisation,North Western,Kano,  Unspecified,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Kano State Government,"2,085,000","2,085,000","1,078,710",,"'Kano State', '2335196'","'Federal Republic of Nigeria', '2328926'"
NGA/000352,Pooled funding mechanism to improve RI over the next three years in Kano,21/03/2013,21/03/2013,,28/02/2016,, Unplanned; 2013; 2014; 2015; 2016,Health,Immunisation,North Western,Kano,  Unspecified,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Kano State Government,"2,085,000","2,085,000","1,078,710",,"'Kano State', '2335196'","'Federal Republic of Nigeria', '2328926'"
NGA/000353,Support polio outbreak response,25/07/2013,25/07/2013,,31/07/2014,, Unplanned; 2013; 2014,Health,Immunisation,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,World Health Organization (WHO),"6,214,408","6,214,408","6,214,408",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000354,Pooled funding mechanism to improve RI over the next three years in Kano,21/03/2013,21/03/2013,,28/02/2016,, Unplanned; 2013; 2014; 2015; 2016,Health,Immunisation,North Western,Kano,  Unspecified,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Kano State Government,"2,085,000","2,085,000","1,078,710",,"'Kano State', '2335196'","'Federal Republic of Nigeria', '2328926'"
NGA/000355,Reinvestment OPPGD875 - Challenge Fund  in Nigeria,21/10/2013,21/10/2013,,31/10/2016,, Unplanned; 2013; 2014; 2015; 2016,Poverty Alleviation,  Unspecified,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Enhancing Financial Innovation and Access (EFInA),"7,005,823","7,005,823","3,993,986",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000356,GCE R11: Box in a Truck to transport and store Cassava,02/10/2013,02/10/2013,,30/04/2015,, Unplanned; 2013; 2014; 2015,Agriculture,Agribusiness and Producer Organisations,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,The Smallholders Foundation,"100,000","100,000","100,000",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000357,Reinvestment OPPGD875 - Challenge Fund  in Nigeria,21/10/2013,21/10/2013,,31/10/2016,, Unplanned; 2013; 2014; 2015; 2016,Poverty Alleviation,  Unspecified,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Enhancing Financial Innovation and Access (EFInA),"7,005,823","7,005,823","3,993,986",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000358,Reinvestment OPPGD875 - Challenge Fund  in Nigeria,21/10/2013,21/10/2013,,31/10/2016,, Unplanned; 2013; 2014; 2015; 2016,Poverty Alleviation,  Unspecified,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Enhancing Financial Innovation and Access (EFInA),"7,005,823","7,005,823","3,993,986",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000359,GCE R11: Moma's Farm: A Mini Reality TV/Social Media Show to Promote Women Farmer's Use of Draught Animals,21/10/2013,21/10/2013,,30/04/2015,, Unplanned; 2013; 2014; 2015,Agriculture,Agribusiness and Producer Organisations,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,Ahmadu Bello University,"100,000","100,000","100,000",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000360,Conference Support: Cassava Germplasm Collection Process in East Africa,06/03/2013,06/03/2013,,31/10/2013,, Unplanned; 2013,Agriculture,Research and Technology,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,International Institute of Tropical Agriculture,"50,000","50,000","50,000",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000361,Integrated Human and Animal Vaccination delivery,21/10/2013,21/10/2013,,30/04/2015,, Unplanned; 2013; 2014; 2015,Health,Immunisation,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,African Field Epidemiology Network,"100,000","100,000","100,000",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000362,Yam Transformation System,26/09/2013,26/09/2013,,30/09/2015,, Unplanned; 2013; 2014; 2015,Agriculture,Markets and Trade capacity,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,International Institute of Tropical Agriculture,"703,941","703,941","347,459",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000363,Yam Transformation System,26/09/2013,26/09/2013,,30/09/2015,, Unplanned; 2013; 2014; 2015,Agriculture,Markets and Trade capacity,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,International Institute of Tropical Agriculture,"703,941","703,941","347,459",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000364,Integrated Human and Animal Vaccination delivery,21/10/2013,21/10/2013,,30/04/2015,, Unplanned; 2013; 2014; 2015,Health,Immunisation,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,African Field Epidemiology Network,"100,000","100,000","100,000",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000365,Scaling the First Monie Distribution Channel,11/11/2013,11/11/2013,,31/10/2017,, Unplanned; 2013; 2014; 2015; 2016; 2017,Finance,  Unspecified,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,First Bank of Nigeria,"12,000,000","12,000,000","3,000,000",,,"'Federal Republic of Nigeria', '2328926'"
NGA/000366,Scaling the First Monie Distribution Channel,11/11/2013,11/11/2013,,31/10/2017,, Unplanned; 2013; 2014; 2015; 2016; 2017,Finance,  Unspecified,Nationwide,,,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,First Bank of Nigeria,"12,000,000","12,000,000","3,000,000",,,"'Federal Republic of Nigeria', '2328926'"
