Projet,Titre du projet,Descriptif,Année,Date d'Approbation Prévue,Date de Début Prévue,Date de Fin Prévue,Date d'Approbation Effective,Date de Début Effective,Date de Fin Effective,Agence de financement,Source de Financement,Agence d'Exécution (1er Niveau),Coût du Projet (USD),Engagement de GdB (USD),Décaissement du GdB (USD),Région,Province,Commune,A l’Echelle National,Secteur,Sous-Secteur,ADM2 Geonames Matches,ADM1 Geonames Matches,Country Geonames Match
BDI/000125,Soutien à l'Association Radio sans frontières,,2011,2006-03-12,2007-01-29,2011-10-19,2011-04-01,2011-04-01,2011-10-19,Belgique,Belgique,Agence d'Exécution de 1er Niveau non défini,,,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,COMMUNICATIONS,"Radio, télévision, presse écrite",,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000126,Projet Intégré d'amélioration durable de la sécurité alimentaire en province de Muyinga,,Imprévu; 2005; 2011,,,2012-03-31,2005-07-19,,,Belgique,Belgique,Agence d'Exécution de 1er Niveau non défini,"2,779,204",,,Nord,Muyinga,Non spécifié,Non,AGRICULTURE,Politique agricole et gestion administrative,,"'Muyinga Province', 431747","'Republic of Burundi', 433561"
BDI/000127,"Contribuer à réduire la vulnérabilité des rapatriés, expulsés et sinistrés de guerre au Burundi",,Imprévu; 2011,,,,2011-07-27,,,Belgique,Belgique,Agence d'Exécution de 1er Niveau non défini,"1,390,095",,,Centre-Est; Nord,Muyinga; Karuzi,Non spécifié,Non,GOUVERNEMENT ET SOCIETE CIVILE,"Dispositifs civils de construction de la paix, et de prévention et de règlement des conflits",,"'Muyinga Province', 431747; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000128,Formation professionnelle et technique,,Imprévu; 2011; 2012; 2013; 2014; 2015; 2016,2011-05-12,2011-07-12,2016-06-12,2011-05-12,2011-07-12,2016-06-12,Belgique,Belgique,Coopération Technique Belge,"10,070,493",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,EDUCATION,Formation professionnelle,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000129,Salon de l'emploi,,Imprévu; 2012,,,2012-06-30,,2012-02-16,,Pays Bas,Pays-Bas,Agence d'Exécution de 1er Niveau non défini,"51,003",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,ENTREPRISES ET AUTRES SERVICES,Services et institutions de soutien commerciaux,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000130,Appui au système National d'information sanitaire (SNIS) du Ministère de la Santé Publique et de la Lutte contre le SIDA,,Imprévu; 2011; 2012; 2013; 2014; 2015; 2016,2011-05-12,2011-07-12,2018-06-12,2011-05-12,2011-07-12,2018-06-12,Belgique,Belgique,Coopération Technique Belge,"10,788,941",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,SANTE,Politique de la santé et gestion administrative,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000131,Appui mobilisation PNIA(Plan National d'Investissement Agricole),,Imprévu; 2012,,2012-02-17,2012-03-30,,2012-02-17,2012-03-30,Pays Bas,Pays-Bas,Agence d'Exécution de 1er Niveau non défini,"5,242",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,AGRICULTURE,Développement agricole,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000132,Programme d'Appui Institutionnel et opérationnel au secteur Agricole (PAIOSA),,Imprévu; 2011; 2012; 2013; 2014; 2015; 2016,2011-05-12,2011-07-12,2017-04-12,2011-05-12,2011-07-12,2017-04-12,Belgique,Belgique,Coopération Technique Belge,"66,082,266",,,Sud; Ouest; Centre-Est; Nord,Cankuzo; Bubanza; Kirundo; Bujumbura Rural; Ruyigi; Bururi; Makamba; Cibitoke,Non spécifié,Non,AGRICULTURE,Développement agricole,,"'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Kirundo Province', 432455; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Cibitoke Province', 430020","'Republic of Burundi', 433561"
BDI/000133,Conférence AFMIN,,Imprévu; 2011,,,2011-10-31,,2011-01-09,,Pays Bas,Pays-Bas,Agence d'Exécution de 1er Niveau non défini,"88,514",,,Ouest,Mairie de Bujumbura,Non spécifié,Non,BANQUES ET SERVICES FINANCIERS,Éducation/formation dans la banque et les services financiers,,,"'Republic of Burundi', 433561"
BDI/000134,"Appui institutionnel et opérationnel au MINAGRI, au Programme semencier et à l'ISABU",,Imprévu; 2010; 2011; 2012; 2013; 2014; 2015,2010-04-12,2011-12-01,2012-10-29,2010-04-12,2011-12-01,2012-10-29,Belgique,Belgique,Agence d'Exécution de 1er Niveau non défini,"22,101,326",,,Sud; Ouest; Centre-Est; Nord,Bubanza; Rutana; Kirundo; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Cibitoke,Non spécifié; Rumonge; Nyanza-Lac,Non,AGRICULTURE,Recherche agronomique,"'Nyanza-Lac', 9171854","'Bubanza Province', 428514; 'Rutana Province', 434147; 'Kirundo Province', 432455; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Cibitoke Province', 430020","'Republic of Burundi', 433561"
BDI/000136,Appui à CIRGL-formation diplômates,,Imprévu; 2011; 2012; 2013; 2014; 2015,,2011-01-07,2014-12-31,,,,Swiss Agency for Development and Cooperation (SDC),Suisse,Agence d'Exécution de 1er Niveau non défini,"1,100,085",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,GOUVERNEMENT ET SOCIETE CIVILE,"Gouvernement et société civile, général",,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000137,Mémoire pour les commémorations 2012,,Imprévu; 2012; 2013; 2014,,,2012-12-31,2012-01-15,2012-01-15,,Swiss Agency for Development and Cooperation (SDC),Suisse,Agence d'Exécution de 1er Niveau non défini,"182,322",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,GOUVERNEMENT ET SOCIETE CIVILE,Renforcement de la société civile,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000138,Lait en poudre,,Imprévu; 2006; 2011; 2012; 2013; 2014,,2006-01-07,2013-07-30,,,,Swiss Agency for Development and Cooperation (SDC),Suisse,Agence d'Exécution de 1er Niveau non défini,"1,108,470",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,AIDE-PROGRAMME ET AIDE SOUS FORME DE PRODUITS,Programmes de sécurité et d’aide alimentaire,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000139,Appui à la sûreté de l'Aviation civile en Afrique,,Imprévu; 2011; 2013; 2014,2011-04-05,2011-05-05,2011-12-31,2011-04-05,,,Ambassade de France au Burundi,France,Agence d'Exécution de 1er Niveau non défini,"26,352",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,TRANSPORTS ET ENTREPOSAGE,Transport aérien,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000140,Route GITEGA-NYANGUNGU-NGOZI I,,Imprévu; 2011; 2012; 2013,,2011-02-26,2013-12-31,2011-02-23,2011-02-26,2013-12-31,Banque Africaine de Développement,Banque Africaine de Développement,Agence d'Exécution de 1er Niveau non défini,"24,100,000",,,Centre-Est; Nord,Ngozi; Gitega,Non spécifié,Non,TRANSPORTS ET ENTREPOSAGE,Transport routier,,"'Ngozi Province', 430567; 'Gitega Province', 426271","'Republic of Burundi', 433561"
BDI/000141,"Programmes de Développement des Filières ""PRODEFI""",,Imprévu; 2010; 2011; 2012; 2013; 2014; 2015; 2016,2010-10-05,2011-04-02,2019-02-28,2010-10-05,2011-04-02,2019-02-28,Fonds International de Développement de l'Agriculture; Organisation des Pays Exportateurs de Pétrole; Programme Alimentaire Mondial,Nations Unies; Organisation des Pays Exportateurs de Pétrole,Agence d'Exécution de 1er Niveau non défini,"60,680,000",,,Ouest; Centre-Est; Nord,Kayanza; Ngozi; Bubanza; Muramvya; Gitega; Cibitoke; Karuzi,Non spécifié,Non,AGRICULTURE,Développement agricole,,"'Kayanza Province', 430951; 'Ngozi Province', 430567; 'Bubanza Province', 428514; 'Muramvya Province', 425550; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000142,Consolidation de la paix,,Imprévu; 2010; 2011; 2012; 2013; 2014; 2015; 2016,2010-05-01,,,2010-05-01,,,Suisse,Suisse,Agence d'Exécution de 1er Niveau non défini,"8,000,000",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,GOUVERNEMENT ET SOCIETE CIVILE,Administration gouvernementale,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000143,Cantines scolaires,,Imprévu; 2012; 2013,,2012-06-15,2014-12-31,,,,Suisse,Suisse,Agence d'Exécution de 1er Niveau non défini,"1,336,470",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,EDUCATION,Éducation de base,,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000144,Appui aux médias,,Imprévu; 2004; 2010; 2011; 2012; 2013,,,2012-01-09,2004-01-03,2009-01-10,,Suisse,Suisse,Agence d'Exécution de 1er Niveau non défini,"1,468,141",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,COMMUNICATIONS,"Radio, télévision, presse écrite",,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000145,Eau et assainissement,,Imprévu; 2011; 2012; 2013,2011-01-04,2011-01-04,2013-03-31,2011-01-04,2011-04-04,2014-12-31,Suisse,Suisse,Agence d'Exécution de 1er Niveau non défini,"3,614,873",,,Nord,Ngozi,Non spécifié,Non,DISTRIBUTION D’EAU ET ASSAINISSEMENT,Distribution d’eau potable de base et assainissement de base,,"'Ngozi Province', 430567","'Republic of Burundi', 433561"
BDI/000146,Appui aux réformes du secteur de la sécurité,,Imprévu; 2010; 2011; 2012,,2007-01-01,2012-12-31,,,,Fonds des Nations Unies pour la Consolidation de la Paix (FNUCP)); Programme des Nations Unies pour le Développement,Nations Unies,Agence d'Exécution de 1er Niveau non défini,"2,000,000",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,GOUVERNEMENT ET SOCIETE CIVILE,"Prévention et règlement des conflits, paix et sécurité",,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000147,Appui au renforcement de la Justice,,Imprévu; 2009; 2010; 2011; 2012; 2014,2007-01-01,2007-01-01,2012-12-31,2007-01-01,2007-01-01,2012-12-31,Ministère des Affaires Etragères Luxembourgeoises; Norvège; Programme des Nations Unies pour le Développement,Luxembourg; Nations Unies; Norvège,Programme des Nations Unies pour le Développement; Agence d'Exécution de 1er Niveau non défini,"6,710,000",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,GOUVERNEMENT ET SOCIETE CIVILE,"Gouvernement et société civile, général",,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
BDI/000148,Appui à la Bonne Gouvernance et à la Consolidation de la paix,,Imprévu; 2010; 2011; 2012,2010-03-18,2010-08-03,2012-12-31,2010-03-18,2010-08-03,2012-12-31,Fonds des Nations Unies pour la Consolidation de la Paix (FNUCP)); Programme des Nations Unies pour le Développement,Nations Unies,Agence d'Exécution de 1er Niveau non défini,"6,000,000",,,Sud; Ouest; Centre-Est; Nord,Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi,Non spécifié,Oui,GOUVERNEMENT ET SOCIETE CIVILE,"Prévention et règlement des conflits, paix et sécurité",,"'Kayanza Province', 430951; 'Muyinga Province', 431747; 'Ngozi Province', 430567; 'Cankuzo Province', 427700; 'Bubanza Province', 428514; 'Rutana Province', 434147; 'Province de Mwaro', 434386; 'Kirundo Province', 432455; 'Muramvya Province', 425550; 'Bujumbura Rural Province', 7303940; 'Ruyigi Province', 426699; 'Bururi Province', 423327; 'Makamba Province', 422233; 'Gitega Province', 426271; 'Cibitoke Province', 430020; 'Karuzi Province', 428218","'Republic of Burundi', 433561"
